Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
1,36,经,济,体,制,改,革,，,正,n,j,n,n,v,vn,x,d
0,37,济,体,制,改,革,，,正,在,j,n,n,v,vn,x,d,p
1,38,体,制,改,革,，,正,在,普,n,n,v,vn,x,d,p,ad
1,39,制,改,革,，,正,在,普,遍,n,v,vn,x,d,p,ad,v
0,40,改,革,，,正,在,普,遍,深,v,vn,x,d,p,ad,v,a
1,41,革,，,正,在,普,遍,深,入,vn,x,d,p,ad,v,a,v
0,42,，,正,在,普,遍,深,入,地,x,d,p,ad,v,a,v,uv
0,43,正,在,普,遍,深,入,地,展,d,p,ad,v,a,v,uv,v
0,44,在,普,遍,深,入,地,展,开,p,ad,v,a,v,uv,v,v
0,45,普,遍,深,入,地,展,开,。,ad,v,a,v,uv,v,v,x
1,46,遍,深,入,地,展,开,。,/s,v,a,v,uv,v,v,x,NAN
0,47,深,入,地,展,开,。,/s,/s,a,v,uv,v,v,x,NAN,NAN
1,48,入,地,展,开,。,/s,/s,/s,v,uv,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,一,大,批,国,NAN,NAN,NAN,NAN,m,a,q,n
0,1,/s,/s,/s,一,大,批,国,有,NAN,NAN,NAN,m,a,q,n,v
0,2,/s,/s,一,大,批,国,有,企,NAN,NAN,m,a,q,n,v,n
1,3,/s,一,大,批,国,有,企,业,NAN,m,a,q,n,v,n,n
0,4,一,大,批,国,有,企,业,特,m,a,q,n,v,n,n,d
0,5,大,批,国,有,企,业,特,别,a,q,n,v,n,n,d,r
0,6,批,国,有,企,业,特,别,是,q,n,v,n,n,d,r,v
1,7,国,有,企,业,特,别,是,中,n,v,n,n,d,r,v,f
0,8,有,企,业,特,别,是,中,小,v,n,n,d,r,v,f,a
1,9,企,业,特,别,是,中,小,企,n,n,d,r,v,f,a,n
1,10,业,特,别,是,中,小,企,业,n,d,r,v,f,a,n,n
0,11,特,别,是,中,小,企,业,，,d,r,v,f,a,n,n,x
0,12,别,是,中,小,企,业,，,为,r,v,f,a,n,n,x,p
0,13,是,中,小,企,业,，,为,实,v,f,a,n,n,x,p,n
1,14,中,小,企,业,，,为,实,现,f,a,n,n,x,p,n,tg
1,15,小,企,业,，,为,实,现,两,a,n,n,x,p,n,tg,m
1,16,企,业,，,为,实,现,两,个,n,n,x,p,n,tg,m,q
0,17,业,，,为,实,现,两,个,根,n,x,p,n,tg,m,q,p
1,18,，,为,实,现,两,个,根,本,x,p,n,tg,m,q,p,r
0,19,为,实,现,两,个,根,本,性,p,n,tg,m,q,p,r,n
1,20,实,现,两,个,根,本,性,转,n,tg,m,q,p,r,n,v
0,21,现,两,个,根,本,性,转,变,tg,m,q,p,r,n,v,v
0,22,两,个,根,本,性,转,变,，,m,q,p,r,n,v,v,x
1,23,个,根,本,性,转,变,，,围,q,p,r,n,v,v,x,v
0,24,根,本,性,转,变,，,围,绕,p,r,n,v,v,x,v,v
1,25,本,性,转,变,，,围,绕,企,r,n,v,v,x,v,v,n
1,26,性,转,变,，,围,绕,企,业,n,v,v,x,v,v,n,n
0,27,转,变,，,围,绕,企,业,的,v,v,x,v,v,n,n,uj
1,28,变,，,围,绕,企,业,的,资,v,x,v,v,n,n,uj,n
0,29,，,围,绕,企,业,的,资,产,x,v,v,n,n,uj,n,n
0,30,围,绕,企,业,的,资,产,组,v,v,n,n,uj,n,n,zg
1,31,绕,企,业,的,资,产,组,织,v,n,n,uj,n,n,zg,v
0,32,企,业,的,资,产,组,织,形,n,n,uj,n,n,zg,v,n
1,33,业,的,资,产,组,织,形,式,n,uj,n,n,zg,v,n,k
0,34,的,资,产,组,织,形,式,和,uj,n,n,zg,v,n,k,c
1,35,资,产,组,织,形,式,和,经,n,n,zg,v,n,k,c,n
0,36,产,组,织,形,式,和,经,营,n,zg,v,n,k,c,n,n
1,37,组,织,形,式,和,经,营,方,zg,v,n,k,c,n,n,n
1,38,织,形,式,和,经,营,方,式,v,n,k,c,n,n,n,k
0,39,形,式,和,经,营,方,式,进,n,k,c,n,n,n,k,v
0,40,式,和,经,营,方,式,进,行,k,c,n,n,n,k,v,zg
0,41,和,经,营,方,式,进,行,改,c,n,n,n,k,v,zg,v
1,42,经,营,方,式,进,行,改,组,n,n,n,k,v,zg,v,zg
0,43,营,方,式,进,行,改,组,改,n,n,k,v,zg,v,zg,v
1,44,方,式,进,行,改,组,改,制,n,k,v,zg,v,zg,v,n
0,45,式,进,行,改,组,改,制,。,k,v,zg,v,zg,v,n,x
1,46,进,行,改,组,改,制,。,/s,v,zg,v,zg,v,n,x,NAN
0,47,行,改,组,改,制,。,/s,/s,zg,v,zg,v,n,x,NAN,NAN
1,48,改,组,改,制,。,/s,/s,/s,v,zg,v,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,我,们,既,要,NAN,NAN,NAN,NAN,r,k,c,v
0,1,/s,/s,/s,我,们,既,要,充,NAN,NAN,NAN,r,k,c,v,v
1,2,/s,/s,我,们,既,要,充,分,NAN,NAN,r,k,c,v,v,v
1,3,/s,我,们,既,要,充,分,肯,NAN,r,k,c,v,v,v,v
1,4,我,们,既,要,充,分,肯,定,r,k,c,v,v,v,v,v
0,5,们,既,要,充,分,肯,定,改,k,c,v,v,v,v,v,v
0,6,既,要,充,分,肯,定,改,革,c,v,v,v,v,v,v,vn
0,7,要,充,分,肯,定,改,革,的,v,v,v,v,v,v,vn,uj
1,8,充,分,肯,定,改,革,的,有,v,v,v,v,v,vn,uj,v
0,9,分,肯,定,改,革,的,有,效,v,v,v,v,vn,uj,v,n
0,10,肯,定,改,革,的,有,效,成,v,v,v,vn,uj,v,n,n
1,11,定,改,革,的,有,效,成,果,v,v,vn,uj,v,n,n,ng
0,12,改,革,的,有,效,成,果,，,v,vn,uj,v,n,n,ng,x
1,13,革,的,有,效,成,果,，,又,vn,uj,v,n,n,ng,x,d
0,14,的,有,效,成,果,，,又,要,uj,v,n,n,ng,x,d,v
1,15,有,效,成,果,，,又,要,保,v,n,n,ng,x,d,v,v
1,16,效,成,果,，,又,要,保,持,n,n,ng,x,d,v,v,v
1,17,成,果,，,又,要,保,持,清,n,ng,x,d,v,v,v,t
1,18,果,，,又,要,保,持,清,醒,ng,x,d,v,v,v,t,v
0,19,，,又,要,保,持,清,醒,的,x,d,v,v,v,t,v,uj
1,20,又,要,保,持,清,醒,的,头,d,v,v,v,t,v,uj,n
0,21,要,保,持,清,醒,的,头,脑,v,v,v,t,v,uj,n,n
0,22,保,持,清,醒,的,头,脑,，,v,v,t,v,uj,n,n,x
1,23,持,清,醒,的,头,脑,，,加,v,t,v,uj,n,n,x,v
0,24,清,醒,的,头,脑,，,加,大,t,v,uj,n,n,x,v,a
1,25,醒,的,头,脑,，,加,大,反,v,uj,n,n,x,v,a,zg
1,26,的,头,脑,，,加,大,反,腐,uj,n,n,x,v,a,zg,a
0,27,头,脑,，,加,大,反,腐,力,n,n,x,v,a,zg,a,n
1,28,脑,，,加,大,反,腐,力,度,n,x,v,a,zg,a,n,zg
0,29,，,加,大,反,腐,力,度,，,x,v,a,zg,a,n,zg,x
1,30,加,大,反,腐,力,度,，,高,v,a,zg,a,n,zg,x,a
0,31,大,反,腐,力,度,，,高,度,a,zg,a,n,zg,x,a,zg
1,32,反,腐,力,度,，,高,度,警,zg,a,n,zg,x,a,zg,n
1,33,腐,力,度,，,高,度,警,惕,a,n,zg,x,a,zg,n,g
0,34,力,度,，,高,度,警,惕,那,n,zg,x,a,zg,n,g,r
1,35,度,，,高,度,警,惕,那,些,zg,x,a,zg,n,g,r,q
0,36,，,高,度,警,惕,那,些,长,x,a,zg,n,g,r,q,a
1,37,高,度,警,惕,那,些,长,期,a,zg,n,g,r,q,a,n
0,38,度,警,惕,那,些,长,期,胡,zg,n,g,r,q,a,n,nr
1,39,警,惕,那,些,长,期,胡,作,n,g,r,q,a,n,nr,v
0,40,惕,那,些,长,期,胡,作,非,g,r,q,a,n,nr,v,h
1,41,那,些,长,期,胡,作,非,为,r,q,a,n,nr,v,h,p
0,42,些,长,期,胡,作,非,为,，,q,a,n,nr,v,h,p,x
0,43,长,期,胡,作,非,为,，,给,a,n,nr,v,h,p,x,p
0,44,期,胡,作,非,为,，,给,企,n,nr,v,h,p,x,p,n
1,45,胡,作,非,为,，,给,企,业,nr,v,h,p,x,p,n,n
1,46,作,非,为,，,给,企,业,造,v,h,p,x,p,n,n,v
1,47,非,为,，,给,企,业,造,成,h,p,x,p,n,n,v,n
0,48,为,，,给,企,业,造,成,巨,p,x,p,n,n,v,n,nr
1,49,，,给,企,业,造,成,巨,大,x,p,n,n,v,n,nr,a
0,50,给,企,业,造,成,巨,大,损,p,n,n,v,n,nr,a,n
1,51,企,业,造,成,巨,大,损,失,n,n,v,n,nr,a,n,zg
0,52,业,造,成,巨,大,损,失,，,n,v,n,nr,a,n,zg,x
0,53,造,成,巨,大,损,失,，,甚,v,n,nr,a,n,zg,x,zg
0,54,成,巨,大,损,失,，,甚,至,n,nr,a,n,zg,x,zg,p
1,55,巨,大,损,失,，,甚,至,有,nr,a,n,zg,x,zg,p,v
1,56,大,损,失,，,甚,至,有,严,a,n,zg,x,zg,p,v,a
0,57,损,失,，,甚,至,有,严,重,n,zg,x,zg,p,v,a,a
1,58,失,，,甚,至,有,严,重,贪,zg,x,zg,p,v,a,a,v
1,59,，,甚,至,有,严,重,贪,污,x,zg,p,v,a,a,v,vn
0,60,甚,至,有,严,重,贪,污,腐,zg,p,v,a,a,v,vn,a
1,61,至,有,严,重,贪,污,腐,化,p,v,a,a,v,vn,a,n
0,62,有,严,重,贪,污,腐,化,问,v,a,a,v,vn,a,n,n
0,63,严,重,贪,污,腐,化,问,题,a,a,v,vn,a,n,n,n
0,64,重,贪,污,腐,化,问,题,的,a,v,vn,a,n,n,n,uj
1,65,贪,污,腐,化,问,题,的,人,v,vn,a,n,n,n,uj,n
0,66,污,腐,化,问,题,的,人,，,vn,a,n,n,n,uj,n,x
0,67,腐,化,问,题,的,人,，,借,a,n,n,n,uj,n,x,v
1,68,化,问,题,的,人,，,借,企,n,n,n,uj,n,x,v,n
1,69,问,题,的,人,，,借,企,业,n,n,uj,n,x,v,n,n
1,70,题,的,人,，,借,企,业,改,n,uj,n,x,v,n,n,v
1,71,的,人,，,借,企,业,改,制,uj,n,x,v,n,n,v,n
0,72,人,，,借,企,业,改,制,之,n,x,v,n,n,v,n,u
1,73,，,借,企,业,改,制,之,机,x,v,n,n,v,n,u,n
0,74,借,企,业,改,制,之,机,，,v,n,n,v,n,u,n,x
1,75,企,业,改,制,之,机,，,金,n,n,v,n,u,n,x,nr
0,76,业,改,制,之,机,，,金,蝉,n,v,n,u,n,x,nr,n
1,77,改,制,之,机,，,金,蝉,脱,v,n,u,n,x,nr,n,v
1,78,制,之,机,，,金,蝉,脱,壳,n,u,n,x,nr,n,v,n
0,79,之,机,，,金,蝉,脱,壳,，,u,n,x,nr,n,v,n,x
0,80,机,，,金,蝉,脱,壳,，,溜,n,x,nr,n,v,n,x,v
0,81,，,金,蝉,脱,壳,，,溜,之,x,nr,n,v,n,x,v,u
1,82,金,蝉,脱,壳,，,溜,之,大,nr,n,v,n,x,v,u,a
1,83,蝉,脱,壳,，,溜,之,大,吉,n,v,n,x,v,u,a,nr
0,84,脱,壳,，,溜,之,大,吉,。,v,n,x,v,u,a,nr,x
0,85,壳,，,溜,之,大,吉,。,/s,n,x,v,u,a,nr,x,NAN
0,86,，,溜,之,大,吉,。,/s,/s,x,v,u,a,nr,x,NAN,NAN
1,87,溜,之,大,吉,。,/s,/s,/s,v,u,a,nr,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,在,资,产,评,NAN,NAN,NAN,NAN,p,n,n,v
1,1,/s,/s,/s,在,资,产,评,估,NAN,NAN,NAN,p,n,n,v,n
0,2,/s,/s,在,资,产,评,估,中,NAN,NAN,p,n,n,v,n,f
1,3,/s,在,资,产,评,估,中,，,NAN,p,n,n,v,n,f,x
0,4,在,资,产,评,估,中,，,有,p,n,n,v,n,f,x,v
1,5,资,产,评,估,中,，,有,关,n,n,v,n,f,x,v,v
1,6,产,评,估,中,，,有,关,部,n,v,n,f,x,v,v,n
1,7,评,估,中,，,有,关,部,门,v,n,f,x,v,v,n,n
0,8,估,中,，,有,关,部,门,发,n,f,x,v,v,n,n,v
1,9,中,，,有,关,部,门,发,现,f,x,v,v,n,n,v,tg
0,10,，,有,关,部,门,发,现,许,x,v,v,n,n,v,tg,m
1,11,有,关,部,门,发,现,许,多,v,v,n,n,v,tg,m,m
0,12,关,部,门,发,现,许,多,企,v,n,n,v,tg,m,m,n
1,13,部,门,发,现,许,多,企,业,n,n,v,tg,m,m,n,n
0,14,门,发,现,许,多,企,业,有,n,v,tg,m,m,n,n,v
1,15,发,现,许,多,企,业,有,说,v,tg,m,m,n,n,v,v
0,16,现,许,多,企,业,有,说,不,tg,m,m,n,n,v,v,d
1,17,许,多,企,业,有,说,不,清,m,m,n,n,v,v,d,t
1,18,多,企,业,有,说,不,清,道,m,n,n,v,v,d,t,q
0,19,企,业,有,说,不,清,道,不,n,n,v,v,d,t,q,d
1,20,业,有,说,不,清,道,不,明,n,v,v,d,t,q,d,a
0,21,有,说,不,清,道,不,明,的,v,v,d,t,q,d,a,uj
0,22,说,不,清,道,不,明,的,国,v,d,t,q,d,a,uj,n
1,23,不,清,道,不,明,的,国,有,d,t,q,d,a,uj,n,v
0,24,清,道,不,明,的,国,有,资,t,q,d,a,uj,n,v,n
1,25,道,不,明,的,国,有,资,产,q,d,a,uj,n,v,n,n
0,26,不,明,的,国,有,资,产,流,d,a,uj,n,v,n,n,n
0,27,明,的,国,有,资,产,流,失,a,uj,n,v,n,n,n,zg
0,28,的,国,有,资,产,流,失,现,uj,n,v,n,n,n,zg,tg
1,29,国,有,资,产,流,失,现,象,n,v,n,n,n,zg,tg,n
0,30,有,资,产,流,失,现,象,。,v,n,n,n,zg,tg,n,x
1,31,资,产,流,失,现,象,。,/s,n,n,n,zg,tg,n,x,NAN
0,32,产,流,失,现,象,。,/s,/s,n,n,zg,tg,n,x,NAN,NAN
1,33,流,失,现,象,。,/s,/s,/s,n,zg,tg,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,究,其,原,因,NAN,NAN,NAN,NAN,d,r,n,p
0,1,/s,/s,/s,究,其,原,因,，,NAN,NAN,NAN,d,r,n,p,x
0,2,/s,/s,究,其,原,因,，,客,NAN,NAN,d,r,n,p,x,n
0,3,/s,究,其,原,因,，,客,观,NAN,d,r,n,p,x,n,vg
1,4,究,其,原,因,，,客,观,上,d,r,n,p,x,n,vg,f
1,5,其,原,因,，,客,观,上,有,r,n,p,x,n,vg,f,v
0,6,原,因,，,客,观,上,有,市,n,p,x,n,vg,f,v,n
1,7,因,，,客,观,上,有,市,场,p,x,n,vg,f,v,n,q
1,8,，,客,观,上,有,市,场,疲,x,n,vg,f,v,n,q,zg
1,9,客,观,上,有,市,场,疲,软,n,vg,f,v,n,q,zg,a
0,10,观,上,有,市,场,疲,软,、,vg,f,v,n,q,zg,a,x
0,11,上,有,市,场,疲,软,、,设,f,v,n,q,zg,a,x,v
0,12,有,市,场,疲,软,、,设,备,v,n,q,zg,a,x,v,v
1,13,市,场,疲,软,、,设,备,老,n,q,zg,a,x,v,v,a
1,14,场,疲,软,、,设,备,老,化,q,zg,a,x,v,v,a,n
0,15,疲,软,、,设,备,老,化,、,zg,a,x,v,v,a,n,x
1,16,软,、,设,备,老,化,、,产,a,x,v,v,a,n,x,n
0,17,、,设,备,老,化,、,产,品,x,v,v,a,n,x,n,v
1,18,设,备,老,化,、,产,品,科,v,v,a,n,x,n,v,n
1,19,备,老,化,、,产,品,科,技,v,a,n,x,n,v,n,n
0,20,老,化,、,产,品,科,技,含,a,n,x,n,v,n,n,v
1,21,化,、,产,品,科,技,含,量,n,x,n,v,n,n,v,n
0,22,、,产,品,科,技,含,量,低,x,n,v,n,n,v,n,a
0,23,产,品,科,技,含,量,低,、,n,v,n,n,v,n,a,x
0,24,品,科,技,含,量,低,、,社,v,n,n,v,n,a,x,n
1,25,科,技,含,量,低,、,社,会,n,n,v,n,a,x,n,v
1,26,技,含,量,低,、,社,会,负,n,v,n,a,x,n,v,v
1,27,含,量,低,、,社,会,负,担,v,n,a,x,n,v,v,v
0,28,量,低,、,社,会,负,担,沉,n,a,x,n,v,v,v,v
1,29,低,、,社,会,负,担,沉,重,a,x,n,v,v,v,v,a
0,30,、,社,会,负,担,沉,重,等,x,n,v,v,v,v,a,u
0,31,社,会,负,担,沉,重,等,诸,n,v,v,v,v,a,u,r
0,32,会,负,担,沉,重,等,诸,多,v,v,v,v,a,u,r,m
1,33,负,担,沉,重,等,诸,多,原,v,v,v,a,u,r,m,n
1,34,担,沉,重,等,诸,多,原,因,v,v,a,u,r,m,n,p
0,35,沉,重,等,诸,多,原,因,，,v,a,u,r,m,n,p,x
1,36,重,等,诸,多,原,因,，,但,a,u,r,m,n,p,x,c
0,37,等,诸,多,原,因,，,但,也,u,r,m,n,p,x,c,d
1,38,诸,多,原,因,，,但,也,不,r,m,n,p,x,c,d,d
1,39,多,原,因,，,但,也,不,乏,m,n,p,x,c,d,d,a
1,40,原,因,，,但,也,不,乏,人,n,p,x,c,d,d,a,n
1,41,因,，,但,也,不,乏,人,为,p,x,c,d,d,a,n,p
1,42,，,但,也,不,乏,人,为,的,x,c,d,d,a,n,p,uj
1,43,但,也,不,乏,人,为,的,因,c,d,d,a,n,p,uj,p
0,44,也,不,乏,人,为,的,因,素,d,d,a,n,p,uj,p,n
0,45,不,乏,人,为,的,因,素,。,d,a,n,p,uj,p,n,x
1,46,乏,人,为,的,因,素,。,/s,a,n,p,uj,p,n,x,NAN
0,47,人,为,的,因,素,。,/s,/s,n,p,uj,p,n,x,NAN,NAN
1,48,为,的,因,素,。,/s,/s,/s,p,uj,p,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,国,有,资,产,NAN,NAN,NAN,NAN,n,v,n,n
0,1,/s,/s,/s,国,有,资,产,流,NAN,NAN,NAN,n,v,n,n,n
0,2,/s,/s,国,有,资,产,流,失,NAN,NAN,n,v,n,n,n,zg
0,3,/s,国,有,资,产,流,失,的,NAN,n,v,n,n,n,zg,uj
1,4,国,有,资,产,流,失,的,人,n,v,n,n,n,zg,uj,n
0,5,有,资,产,流,失,的,人,为,v,n,n,n,zg,uj,n,p
0,6,资,产,流,失,的,人,为,因,n,n,n,zg,uj,n,p,p
1,7,产,流,失,的,人,为,因,素,n,n,zg,uj,n,p,p,n
0,8,流,失,的,人,为,因,素,大,n,zg,uj,n,p,p,n,a
0,9,失,的,人,为,因,素,大,致,zg,uj,n,p,p,n,a,v
0,10,的,人,为,因,素,大,致,有,uj,n,p,p,n,a,v,v
1,11,人,为,因,素,大,致,有,三,n,p,p,n,a,v,v,m
0,12,为,因,素,大,致,有,三,：,p,p,n,a,v,v,m,x
1,13,因,素,大,致,有,三,：,一,p,n,a,v,v,m,x,m
1,14,素,大,致,有,三,：,一,是,n,a,v,v,m,x,m,v
1,15,大,致,有,三,：,一,是,一,a,v,v,m,x,m,v,m
1,16,致,有,三,：,一,是,一,些,v,v,m,x,m,v,m,q
0,17,有,三,：,一,是,一,些,企,v,m,x,m,v,m,q,n
1,18,三,：,一,是,一,些,企,业,m,x,m,v,m,q,n,n
0,19,：,一,是,一,些,企,业,人,x,m,v,m,q,n,n,n
1,20,一,是,一,些,企,业,人,员,m,v,m,q,n,n,n,zg
0,21,是,一,些,企,业,人,员,管,v,m,q,n,n,n,zg,vn
1,22,一,些,企,业,人,员,管,理,m,q,n,n,n,zg,vn,n
0,23,些,企,业,人,员,管,理,能,q,n,n,n,zg,vn,n,v
1,24,企,业,人,员,管,理,能,力,n,n,n,zg,vn,n,v,n
0,25,业,人,员,管,理,能,力,低,n,n,zg,vn,n,v,n,a
1,26,人,员,管,理,能,力,低,下,n,zg,vn,n,v,n,a,f
0,27,员,管,理,能,力,低,下,。,zg,vn,n,v,n,a,f,x
1,28,管,理,能,力,低,下,。,/s,vn,n,v,n,a,f,x,NAN
0,29,理,能,力,低,下,。,/s,/s,n,v,n,a,f,x,NAN,NAN
1,30,能,力,低,下,。,/s,/s,/s,v,n,a,f,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,二,是,企,业,NAN,NAN,NAN,NAN,m,v,n,n
0,1,/s,/s,/s,二,是,企,业,的,NAN,NAN,NAN,m,v,n,n,uj
1,2,/s,/s,二,是,企,业,的,厂,NAN,NAN,m,v,n,n,uj,zg
0,3,/s,二,是,企,业,的,厂,长,NAN,m,v,n,n,uj,zg,a
0,4,二,是,企,业,的,厂,长,、,m,v,n,n,uj,zg,a,x
1,5,是,企,业,的,厂,长,、,经,v,n,n,uj,zg,a,x,n
0,6,企,业,的,厂,长,、,经,理,n,n,uj,zg,a,x,n,n
1,7,业,的,厂,长,、,经,理,权,n,uj,zg,a,x,n,n,n
1,8,的,厂,长,、,经,理,权,力,uj,zg,a,x,n,n,n,n
0,9,厂,长,、,经,理,权,力,过,zg,a,x,n,n,n,n,ug
1,10,长,、,经,理,权,力,过,于,a,x,n,n,n,n,ug,p
0,11,、,经,理,权,力,过,于,集,x,n,n,n,n,ug,p,q
1,12,经,理,权,力,过,于,集,中,n,n,n,n,ug,p,q,f
0,13,理,权,力,过,于,集,中,，,n,n,n,ug,p,q,f,x
1,14,权,力,过,于,集,中,，,而,n,n,ug,p,q,f,x,c
0,15,力,过,于,集,中,，,而,又,n,ug,p,q,f,x,c,d
1,16,过,于,集,中,，,而,又,缺,ug,p,q,f,x,c,d,v
1,17,于,集,中,，,而,又,缺,乏,p,q,f,x,c,d,v,a
1,18,集,中,，,而,又,缺,乏,完,q,f,x,c,d,v,a,v
1,19,中,，,而,又,缺,乏,完,善,f,x,c,d,v,a,v,v
0,20,，,而,又,缺,乏,完,善,的,x,c,d,v,a,v,v,uj
1,21,而,又,缺,乏,完,善,的,权,c,d,v,a,v,v,uj,n
0,22,又,缺,乏,完,善,的,权,力,d,v,a,v,v,uj,n,n
0,23,缺,乏,完,善,的,权,力,制,v,a,v,v,uj,n,n,n
1,24,乏,完,善,的,权,力,制,衡,a,v,v,uj,n,n,n,ns
0,25,完,善,的,权,力,制,衡,机,v,v,uj,n,n,n,ns,n
1,26,善,的,权,力,制,衡,机,制,v,uj,n,n,n,ns,n,n
0,27,的,权,力,制,衡,机,制,和,uj,n,n,n,ns,n,n,c
1,28,权,力,制,衡,机,制,和,监,n,n,n,ns,n,n,c,vn
0,29,力,制,衡,机,制,和,监,督,n,n,ns,n,n,c,vn,vg
1,30,制,衡,机,制,和,监,督,约,n,ns,n,n,c,vn,vg,d
1,31,衡,机,制,和,监,督,约,束,ns,n,n,c,vn,vg,d,nr
0,32,机,制,和,监,督,约,束,机,n,n,c,vn,vg,d,nr,n
1,33,制,和,监,督,约,束,机,制,n,c,vn,vg,d,nr,n,n
0,34,和,监,督,约,束,机,制,，,c,vn,vg,d,nr,n,n,x
1,35,监,督,约,束,机,制,，,致,vn,vg,d,nr,n,n,x,v
0,36,督,约,束,机,制,，,致,使,vg,d,nr,n,n,x,v,v
1,37,约,束,机,制,，,致,使,一,d,nr,n,n,x,v,v,m
1,38,束,机,制,，,致,使,一,些,nr,n,n,x,v,v,m,q
0,39,机,制,，,致,使,一,些,人,n,n,x,v,v,m,q,n
1,40,制,，,致,使,一,些,人,不,n,x,v,v,m,q,n,d
0,41,，,致,使,一,些,人,不,能,x,v,v,m,q,n,d,v
1,42,致,使,一,些,人,不,能,正,v,v,m,q,n,d,v,d
1,43,使,一,些,人,不,能,正,确,v,m,q,n,d,v,d,d
1,44,一,些,人,不,能,正,确,对,m,q,n,d,v,d,d,p
1,45,些,人,不,能,正,确,对,待,q,n,d,v,d,d,p,v
0,46,人,不,能,正,确,对,待,手,n,d,v,d,d,p,v,n
0,47,不,能,正,确,对,待,手,中,d,v,d,d,p,v,n,f
0,48,能,正,确,对,待,手,中,的,v,d,d,p,v,n,f,uj
1,49,正,确,对,待,手,中,的,权,d,d,p,v,n,f,uj,n
0,50,确,对,待,手,中,的,权,力,d,p,v,n,f,uj,n,n
0,51,对,待,手,中,的,权,力,，,p,v,n,f,uj,n,n,x
1,52,待,手,中,的,权,力,，,随,v,n,f,uj,n,n,x,v
0,53,手,中,的,权,力,，,随,意,n,f,uj,n,n,x,v,n
1,54,中,的,权,力,，,随,意,挥,f,uj,n,n,x,v,n,v
1,55,的,权,力,，,随,意,挥,霍,uj,n,n,x,v,n,v,nr
0,56,权,力,，,随,意,挥,霍,浪,n,n,x,v,n,v,nr,n
1,57,力,，,随,意,挥,霍,浪,费,n,x,v,n,v,nr,n,v
0,58,，,随,意,挥,霍,浪,费,，,x,v,n,v,nr,n,v,x
1,59,随,意,挥,霍,浪,费,，,贪,v,n,v,nr,n,v,x,v
0,60,意,挥,霍,浪,费,，,贪,污,n,v,nr,n,v,x,v,vn
1,61,挥,霍,浪,费,，,贪,污,腐,v,nr,n,v,x,v,vn,a
1,62,霍,浪,费,，,贪,污,腐,化,nr,n,v,x,v,vn,a,n
0,63,浪,费,，,贪,污,腐,化,。,n,v,x,v,vn,a,n,x
0,64,费,，,贪,污,腐,化,。,/s,v,x,v,vn,a,n,x,NAN
0,65,，,贪,污,腐,化,。,/s,/s,x,v,vn,a,n,x,NAN,NAN
1,66,贪,污,腐,化,。,/s,/s,/s,v,vn,a,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,三,是,有,的,NAN,NAN,NAN,NAN,m,v,v,uj
0,1,/s,/s,/s,三,是,有,的,企,NAN,NAN,NAN,m,v,v,uj,n
1,2,/s,/s,三,是,有,的,企,业,NAN,NAN,m,v,v,uj,n,n
0,3,/s,三,是,有,的,企,业,管,NAN,m,v,v,uj,n,n,vn
1,4,三,是,有,的,企,业,管,理,m,v,v,uj,n,n,vn,n
0,5,是,有,的,企,业,管,理,人,v,v,uj,n,n,vn,n,n
1,6,有,的,企,业,管,理,人,员,v,uj,n,n,vn,n,n,zg
0,7,的,企,业,管,理,人,员,心,uj,n,n,vn,n,n,zg,n
0,8,企,业,管,理,人,员,心,存,n,n,vn,n,n,zg,n,v
0,9,业,管,理,人,员,心,存,侥,n,vn,n,n,zg,n,v,a
1,10,管,理,人,员,心,存,侥,幸,vn,n,n,zg,n,v,a,ng
0,11,理,人,员,心,存,侥,幸,，,n,n,zg,n,v,a,ng,x
0,12,人,员,心,存,侥,幸,，,企,n,zg,n,v,a,ng,x,n
0,13,员,心,存,侥,幸,，,企,图,zg,n,v,a,ng,x,n,n
1,14,心,存,侥,幸,，,企,图,借,n,v,a,ng,x,n,n,v
1,15,存,侥,幸,，,企,图,借,改,v,a,ng,x,n,n,v,v
0,16,侥,幸,，,企,图,借,改,制,a,ng,x,n,n,v,v,n
1,17,幸,，,企,图,借,改,制,之,ng,x,n,n,v,v,n,u
1,18,，,企,图,借,改,制,之,名,x,n,n,v,v,n,u,q
0,19,企,图,借,改,制,之,名,，,n,n,v,v,n,u,q,x
1,20,图,借,改,制,之,名,，,压,n,v,v,n,u,q,x,v
0,21,借,改,制,之,名,，,压,低,v,v,n,u,q,x,v,a
1,22,改,制,之,名,，,压,低,国,v,n,u,q,x,v,a,n
1,23,制,之,名,，,压,低,国,有,n,u,q,x,v,a,n,v
0,24,之,名,，,压,低,国,有,资,u,q,x,v,a,n,v,n
1,25,名,，,压,低,国,有,资,产,q,x,v,a,n,v,n,n
0,26,，,压,低,国,有,资,产,价,x,v,a,n,v,n,n,n
0,27,压,低,国,有,资,产,价,码,v,a,n,v,n,n,n,n
