Label,No,B3,B2,B1,F1,F2,F3,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3
1,6,导,要,像,抓,好,经,v,v,v,v,a,n
0,7,要,像,抓,好,经,济,v,v,v,a,n,j
1,8,像,抓,好,经,济,工,v,v,a,n,j,n
0,9,抓,好,经,济,工,作,v,a,n,j,n,v
1,10,好,经,济,工,作,那,a,n,j,n,v,r
0,11,经,济,工,作,那,样,n,j,n,v,r,n
1,12,济,工,作,那,样,抓,j,n,v,r,n,v
0,13,工,作,那,样,抓,好,n,v,r,n,v,a
1,14,作,那,样,抓,好,教,v,r,n,v,a,v
0,15,那,样,抓,好,教,育,r,n,v,a,v,v
1,16,样,抓,好,教,育,工,n,v,a,v,v,n
0,17,抓,好,教,育,工,作,v,a,v,v,n,v
1,18,好,教,育,工,作,。,a,v,v,n,v,x
0,19,教,育,工,作,。,/s,v,v,n,v,x,NAN
1,20,育,工,作,。,/s,/s,v,n,v,x,NAN,NAN
1,0,/s,/s,/s,有,了,人,NAN,NAN,NAN,v,ul,n
1,1,/s,/s,有,了,人,才,NAN,NAN,v,ul,n,d
1,2,/s,有,了,人,才,优,NAN,v,ul,n,d,n
0,3,有,了,人,才,优,势,v,ul,n,d,n,n
1,4,了,人,才,优,势,，,ul,n,d,n,n,x
0,5,人,才,优,势,，,再,n,d,n,n,x,d
1,6,才,优,势,，,再,加,d,n,n,x,d,v
1,7,优,势,，,再,加,上,n,n,x,d,v,f
1,8,势,，,再,加,上,先,n,x,d,v,f,d
0,9,，,再,加,上,先,进,x,d,v,f,d,v
1,10,再,加,上,先,进,的,d,v,f,d,v,uj
0,11,加,上,先,进,的,社,v,f,d,v,uj,n
0,12,上,先,进,的,社,会,f,d,v,uj,n,v
1,13,先,进,的,社,会,主,d,v,uj,n,v,b
0,14,进,的,社,会,主,义,v,uj,n,v,b,ng
0,15,的,社,会,主,义,制,uj,n,v,b,ng,n
0,16,社,会,主,义,制,度,n,v,b,ng,n,zg
1,17,会,主,义,制,度,，,v,b,ng,n,zg,x
0,18,主,义,制,度,，,我,b,ng,n,zg,x,r
1,19,义,制,度,，,我,们,ng,n,zg,x,r,k
1,20,制,度,，,我,们,的,n,zg,x,r,k,uj
0,21,度,，,我,们,的,目,zg,x,r,k,uj,t
0,22,，,我,们,的,目,标,x,r,k,uj,t,n
1,23,我,们,的,目,标,就,r,k,uj,t,n,d
0,24,们,的,目,标,就,有,k,uj,t,n,d,v
1,25,的,目,标,就,有,把,uj,t,n,d,v,p
1,26,目,标,就,有,把,握,t,n,d,v,p,v
0,27,标,就,有,把,握,达,n,d,v,p,v,v
0,28,就,有,把,握,达,到,d,v,p,v,v,v
1,29,有,把,握,达,到,。,v,p,v,v,v,x
0,30,把,握,达,到,。,/s,p,v,v,v,x,NAN
1,31,握,达,到,。,/s,/s,v,v,v,x,NAN,NAN
1,0,/s,/s,/s,发,展,科,NAN,NAN,NAN,v,v,n
0,1,/s,/s,发,展,科,学,NAN,NAN,v,v,n,n
1,2,/s,发,展,科,学,技,NAN,v,v,n,n,n
0,3,发,展,科,学,技,术,v,v,n,n,n,v
0,4,展,科,学,技,术,，,v,n,n,n,v,x
0,5,科,学,技,术,，,不,n,n,n,v,x,d
1,6,学,技,术,，,不,抓,n,n,v,x,d,v
1,7,技,术,，,不,抓,教,n,v,x,d,v,v
1,8,术,，,不,抓,教,育,v,x,d,v,v,v
1,9,，,不,抓,教,育,不,x,d,v,v,v,d
0,10,不,抓,教,育,不,行,d,v,v,v,d,zg
1,11,抓,教,育,不,行,。,v,v,v,d,zg,x
1,12,教,育,不,行,。,/s,v,v,d,zg,x,NAN
1,13,育,不,行,。,/s,/s,v,d,zg,x,NAN,NAN
1,0,/s,/s,/s,从,高,中,NAN,NAN,NAN,p,a,f
1,1,/s,/s,从,高,中,直,NAN,NAN,p,a,f,d
0,2,/s,从,高,中,直,接,NAN,p,a,f,d,v
1,3,从,高,中,直,接,招,p,a,f,d,v,v
0,4,高,中,直,接,招,生,a,f,d,v,v,vn
1,5,中,直,接,招,生,，,f,d,v,v,vn,x
0,6,直,接,招,生,，,我,d,v,v,vn,x,r
1,7,接,招,生,，,我,看,v,v,vn,x,r,v
1,8,招,生,，,我,看,可,v,vn,x,r,v,v
1,9,生,，,我,看,可,能,vn,x,r,v,v,v
1,10,，,我,看,可,能,是,x,r,v,v,v,v
0,11,我,看,可,能,是,早,r,v,v,v,v,a
1,12,看,可,能,是,早,出,v,v,v,v,a,v
1,13,可,能,是,早,出,人,v,v,v,a,v,n
0,14,能,是,早,出,人,才,v,v,a,v,n,d
1,15,是,早,出,人,才,、,v,a,v,n,d,x
0,16,早,出,人,才,、,早,a,v,n,d,x,a
1,17,出,人,才,、,早,出,v,n,d,x,a,v
1,18,人,才,、,早,出,成,n,d,x,a,v,n
0,19,才,、,早,出,成,果,d,x,a,v,n,ng
1,20,、,早,出,成,果,的,x,a,v,n,ng,uj
0,21,早,出,成,果,的,一,a,v,n,ng,uj,m
0,22,出,成,果,的,一,个,v,n,ng,uj,m,q
1,23,成,果,的,一,个,好,n,ng,uj,m,q,a
0,24,果,的,一,个,好,办,ng,uj,m,q,a,v
1,25,的,一,个,好,办,法,uj,m,q,a,v,j
1,26,一,个,好,办,法,。,m,q,a,v,j,x
0,27,个,好,办,法,。,/s,q,a,v,j,x,NAN
1,28,好,办,法,。,/s,/s,a,v,j,x,NAN,NAN
1,0,/s,/s,/s,科,学,研,NAN,NAN,NAN,n,n,vn
0,1,/s,/s,科,学,研,究,NAN,NAN,n,n,vn,d
0,2,/s,科,学,研,究,工,NAN,n,n,vn,d,n
0,3,科,学,研,究,工,作,n,n,vn,d,n,v
1,4,学,研,究,工,作,后,n,vn,d,n,v,f
0,5,研,究,工,作,后,继,vn,d,n,v,f,v
1,6,究,工,作,后,继,有,d,n,v,f,v,v
0,7,工,作,后,继,有,人,n,v,f,v,v,n
0,8,作,后,继,有,人,问,v,f,v,v,n,n
0,9,后,继,有,人,问,题,f,v,v,n,n,n
1,10,继,有,人,问,题,，,v,v,n,n,n,x
0,11,有,人,问,题,，,中,v,n,n,n,x,f
1,12,人,问,题,，,中,心,n,n,n,x,f,n
1,13,问,题,，,中,心,是,n,n,x,f,n,v
0,14,题,，,中,心,是,教,n,x,f,n,v,v
1,15,，,中,心,是,教,育,x,f,n,v,v,v
1,16,中,心,是,教,育,部,f,n,v,v,v,n
0,17,心,是,教,育,部,门,n,v,v,v,n,n
0,18,是,教,育,部,门,的,v,v,v,n,n,uj
0,19,教,育,部,门,的,问,v,v,n,n,uj,n
0,20,育,部,门,的,问,题,v,n,n,uj,n,n
1,21,部,门,的,问,题,。,n,n,uj,n,n,x
0,22,门,的,问,题,。,/s,n,uj,n,n,x,NAN
1,23,的,问,题,。,/s,/s,uj,n,n,x,NAN,NAN
1,0,/s,/s,/s,我,们,有,NAN,NAN,NAN,r,k,v
0,1,/s,/s,我,们,有,个,NAN,NAN,r,k,v,q
1,2,/s,我,们,有,个,危,NAN,r,k,v,q,n
0,3,我,们,有,个,危,机,r,k,v,q,n,n
1,4,们,有,个,危,机,，,k,v,q,n,n,x
0,5,有,个,危,机,，,可,v,q,n,n,x,v
1,6,个,危,机,，,可,能,q,n,n,x,v,v
1,7,危,机,，,可,能,发,n,n,x,v,v,v
0,8,机,，,可,能,发,生,n,x,v,v,v,vn
1,9,，,可,能,发,生,在,x,v,v,v,vn,p
0,10,可,能,发,生,在,教,v,v,v,vn,p,v
1,11,能,发,生,在,教,育,v,v,vn,p,v,v
1,12,发,生,在,教,育,部,v,vn,p,v,v,n
0,13,生,在,教,育,部,门,vn,p,v,v,n,n
0,14,在,教,育,部,门,，,p,v,v,n,n,x
0,15,教,育,部,门,，,把,v,v,n,n,x,p
1,16,育,部,门,，,把,整,v,n,n,x,p,v
1,17,部,门,，,把,整,个,n,n,x,p,v,q
1,18,门,，,把,整,个,现,n,x,p,v,q,tg
0,19,，,把,整,个,现,代,x,p,v,q,tg,q
1,20,把,整,个,现,代,化,p,v,q,tg,q,n
0,21,整,个,现,代,化,水,v,q,tg,q,n,n
0,22,个,现,代,化,水,平,q,tg,q,n,n,n
1,23,现,代,化,水,平,拖,tg,q,n,n,n,v
0,24,代,化,水,平,拖,住,q,n,n,n,v,v
1,25,化,水,平,拖,住,了,n,n,n,v,v,ul
0,26,水,平,拖,住,了,。,n,n,v,v,ul,x
1,27,平,拖,住,了,。,/s,n,v,v,ul,x,NAN
1,28,拖,住,了,。,/s,/s,v,v,ul,x,NAN,NAN
1,0,/s,/s,/s,对,这,个,NAN,NAN,NAN,p,r,q
1,1,/s,/s,对,这,个,问,NAN,NAN,p,r,q,n
0,2,/s,对,这,个,问,题,NAN,p,r,q,n,n
1,3,对,这,个,问,题,，,p,r,q,n,n,x
0,4,这,个,问,题,，,我,r,q,n,n,x,r
1,5,个,问,题,，,我,们,q,n,n,x,r,k
1,6,问,题,，,我,们,在,n,n,x,r,k,p
0,7,题,，,我,们,在,思,n,x,r,k,p,n
1,8,，,我,们,在,思,想,x,r,k,p,n,v
0,9,我,们,在,思,想,上,r,k,p,n,v,f
0,10,们,在,思,想,上,必,k,p,n,v,f,d
0,11,在,思,想,上,必,须,p,n,v,f,d,d
1,12,思,想,上,必,须,始,n,v,f,d,d,d
0,13,想,上,必,须,始,终,v,f,d,d,d,d
1,14,上,必,须,始,终,重,f,d,d,d,d,a
0,15,必,须,始,终,重,视,d,d,d,d,a,vg
1,16,须,始,终,重,视,，,d,d,d,a,vg,x
0,17,始,终,重,视,，,在,d,d,a,vg,x,p
1,18,终,重,视,，,在,实,d,a,vg,x,p,n
1,19,重,视,，,在,实,际,a,vg,x,p,n,ng
1,20,视,，,在,实,际,工,vg,x,p,n,ng,n
0,21,，,在,实,际,工,作,x,p,n,ng,n,v
1,22,在,实,际,工,作,中,p,n,ng,n,v,f
0,23,实,际,工,作,中,必,n,ng,n,v,f,d
1,24,际,工,作,中,必,须,ng,n,v,f,d,d
1,25,工,作,中,必,须,切,n,v,f,d,d,v
0,26,作,中,必,须,切,实,v,f,d,d,v,n
1,27,中,必,须,切,实,加,f,d,d,v,n,v
0,28,必,须,切,实,加,强,d,d,v,n,v,a
0,29,须,切,实,加,强,。,d,v,n,v,a,x
0,30,切,实,加,强,。,/s,v,n,v,a,x,NAN
1,31,实,加,强,。,/s,/s,n,v,a,x,NAN,NAN
1,0,/s,/s,/s,所,以,就,NAN,NAN,NAN,c,p,d
0,1,/s,/s,所,以,就,它,NAN,NAN,c,p,d,r
1,2,/s,所,以,就,它,的,NAN,c,p,d,r,uj
1,3,所,以,就,它,的,内,c,p,d,r,uj,n
0,4,以,就,它,的,内,容,p,d,r,uj,n,a
1,5,就,它,的,内,容,来,d,r,uj,n,a,v
0,6,它,的,内,容,来,讲,r,uj,n,a,v,v
1,7,的,内,容,来,讲,，,uj,n,a,v,v,x
0,8,内,容,来,讲,，,它,n,a,v,v,x,r
1,9,容,来,讲,，,它,像,a,v,v,x,r,v
1,10,来,讲,，,它,像,一,v,v,x,r,v,m
1,11,讲,，,它,像,一,切,v,x,r,v,m,v
1,12,，,它,像,一,切,权,x,r,v,m,v,n
0,13,它,像,一,切,权,利,r,v,m,v,n,n
0,14,像,一,切,权,利,一,v,m,v,n,n,m
0,15,一,切,权,利,一,样,m,v,n,n,m,n
1,16,切,权,利,一,样,是,v,n,n,m,n,v
0,17,权,利,一,样,是,一,n,n,m,n,v,m
1,18,利,一,样,是,一,种,n,m,n,v,m,m
1,19,一,样,是,一,种,不,m,n,v,m,m,d
0,20,样,是,一,种,不,平,n,v,m,m,d,n
1,21,是,一,种,不,平,等,v,m,m,d,n,u
1,22,一,种,不,平,等,的,m,m,d,n,u,uj
0,23,种,不,平,等,的,权,m,d,n,u,uj,n
0,24,不,平,等,的,权,利,d,n,u,uj,n,n
1,25,平,等,的,权,利,。,n,u,uj,n,n,x
0,26,等,的,权,利,。,/s,u,uj,n,n,x,NAN
1,27,的,权,利,。,/s,/s,uj,n,n,x,NAN,NAN
1,0,/s,/s,/s,昂,首,观,NAN,NAN,NAN,nr,m,vg
0,1,/s,/s,昂,首,观,天,NAN,NAN,nr,m,vg,q
1,2,/s,昂,首,观,天,，,NAN,nr,m,vg,q,x
0,3,昂,首,观,天,，,更,nr,m,vg,q,x,d
1,4,首,观,天,，,更,激,m,vg,q,x,d,n
1,5,观,天,，,更,激,发,vg,q,x,d,n,v
1,6,天,，,更,激,发,了,q,x,d,n,v,ul
0,7,，,更,激,发,了,我,x,d,n,v,ul,r
1,8,更,激,发,了,我,只,d,n,v,ul,r,d
1,9,激,发,了,我,只,争,n,v,ul,r,d,v
1,10,发,了,我,只,争,朝,v,ul,r,d,v,ns
0,11,了,我,只,争,朝,夕,ul,r,d,v,ns,tg
0,12,我,只,争,朝,夕,的,r,d,v,ns,tg,uj
0,13,只,争,朝,夕,的,求,d,v,ns,tg,uj,v
0,14,争,朝,夕,的,求,知,v,ns,tg,uj,v,v
1,15,朝,夕,的,求,知,欲,ns,tg,uj,v,v,d
0,16,夕,的,求,知,欲,和,tg,uj,v,v,d,c
0,17,的,求,知,欲,和,创,uj,v,v,d,c,n
1,18,求,知,欲,和,创,造,v,v,d,c,n,v
1,19,知,欲,和,创,造,欲,v,d,c,n,v,d
0,20,欲,和,创,造,欲,。,d,c,n,v,d,x
1,21,和,创,造,欲,。,/s,c,n,v,d,x,NAN
1,22,创,造,欲,。,/s,/s,n,v,d,x,NAN,NAN
1,0,/s,/s,/s,对,于,可,NAN,NAN,NAN,p,p,v
0,1,/s,/s,对,于,可,以,NAN,NAN,p,p,v,p
1,2,/s,对,于,可,以,充,NAN,p,p,v,p,v
0,3,对,于,可,以,充,分,p,p,v,p,v,v
1,4,于,可,以,充,分,利,p,v,p,v,v,n
0,5,可,以,充,分,利,用,v,p,v,v,n,p
0,6,以,充,分,利,用,我,p,v,v,n,p,r
0,7,充,分,利,用,我,们,v,v,n,p,r,k
1,8,分,利,用,我,们,长,v,n,p,r,k,a
0,9,利,用,我,们,长,处,n,p,r,k,a,n
1,10,用,我,们,长,处,或,p,r,k,a,n,c
0,11,我,们,长,处,或,我,r,k,a,n,c,r
1,12,们,长,处,或,我,们,k,a,n,c,r,k
1,13,长,处,或,我,们,在,a,n,c,r,k,p
0,14,处,或,我,们,在,这,n,c,r,k,p,r
1,15,或,我,们,在,这,一,c,r,k,p,r,m
1,16,我,们,在,这,一,领,r,k,p,r,m,v
1,17,们,在,这,一,领,域,k,p,r,m,v,n
1,18,在,这,一,领,域,已,p,r,m,v,n,d
0,19,这,一,领,域,已,有,r,m,v,n,d,v
1,20,一,领,域,已,有,相,m,v,n,d,v,v
0,21,领,域,已,有,相,当,v,n,d,v,v,t
1,22,域,已,有,相,当,积,n,d,v,v,t,v
0,23,已,有,相,当,积,累,d,v,v,t,v,a
1,24,有,相,当,积,累,，,v,v,t,v,a,x
0,25,相,当,积,累,，,相,v,t,v,a,x,v
1,26,当,积,累,，,相,对,t,v,a,x,v,p
1,27,积,累,，,相,对,来,v,a,x,v,p,v
0,28,累,，,相,对,来,说,a,x,v,p,v,v
0,29,，,相,对,来,说,不,x,v,p,v,v,d
0,30,相,对,来,说,不,需,v,p,v,v,d,v
1,31,对,来,说,不,需,要,p,v,v,d,v,v
1,32,来,说,不,需,要,巨,v,v,d,v,v,nr
0,33,说,不,需,要,巨,大,v,d,v,v,nr,a
1,34,不,需,要,巨,大,投,d,v,v,nr,a,vn
0,35,需,要,巨,大,投,资,v,v,nr,a,vn,n
1,36,要,巨,大,投,资,，,v,nr,a,vn,n,x
0,37,巨,大,投,资,，,而,nr,a,vn,n,x,c
1,38,大,投,资,，,而,一,a,vn,n,x,c,m
1,39,投,资,，,而,一,旦,vn,n,x,c,m,j
1,40,资,，,而,一,旦,突,n,x,c,m,j,ad
0,41,，,而,一,旦,突,破,x,c,m,j,ad,v
1,42,而,一,旦,突,破,可,c,m,j,ad,v,v
0,43,一,旦,突,破,可,以,m,j,ad,v,v,p
1,44,旦,突,破,可,以,带,j,ad,v,v,p,v
0,45,突,破,可,以,带,动,ad,v,v,p,v,v
1,46,破,可,以,带,动,新,v,v,p,v,v,a
0,47,可,以,带,动,新,产,v,p,v,v,a,n
1,48,以,带,动,新,产,业,p,v,v,a,n,n
1,49,带,动,新,产,业,革,v,v,a,n,n,vn
0,50,动,新,产,业,革,命,v,a,n,n,vn,n
0,51,新,产,业,革,命,的,a,n,n,vn,n,uj
0,52,产,业,革,命,的,项,n,n,vn,n,uj,n
0,53,业,革,命,的,项,目,n,vn,n,uj,n,t
1,54,革,命,的,项,目,就,vn,n,uj,n,t,d
0,55,命,的,项,目,就,应,n,uj,n,t,d,v
1,56,的,项,目,就,应,该,uj,n,t,d,v,r
1,57,项,目,就,应,该,赶,n,t,d,v,r,v
0,58,目,就,应,该,赶,。,t,d,v,r,v,x
1,59,就,应,该,赶,。,/s,d,v,r,v,x,NAN
1,60,应,该,赶,。,/s,/s,v,r,v,x,NAN,NAN
1,0,/s,/s,/s,许,多,人,NAN,NAN,NAN,m,m,n
0,1,/s,/s,许,多,人,失,NAN,NAN,m,m,n,zg
1,2,/s,许,多,人,失,败,NAN,m,m,n,zg,v
1,3,许,多,人,失,败,了,m,m,n,zg,v,ul
0,4,多,人,失,败,了,，,m,n,zg,v,ul,x
1,5,人,失,败,了,，,就,n,zg,v,ul,x,d
1,6,失,败,了,，,就,是,zg,v,ul,x,d,v
1,7,败,了,，,就,是,因,v,ul,x,d,v,p
0,8,了,，,就,是,因,为,ul,x,d,v,p,p
1,9,，,就,是,因,为,熬,x,d,v,p,p,v
0,10,就,是,因,为,熬,不,d,v,p,p,v,d
1,11,是,因,为,熬,不,到,v,p,p,v,d,v
1,12,因,为,熬,不,到,这,p,p,v,d,v,r
1,13,为,熬,不,到,这,个,p,v,d,v,r,q
1,14,熬,不,到,这,个,时,v,d,v,r,q,n
0,15,不,到,这,个,时,候,d,v,r,q,n,v
1,16,到,这,个,时,候,就,v,r,q,n,v,d
0,17,这,个,时,候,就,打,r,q,n,v,d,v
1,18,个,时,候,就,打,退,q,n,v,d,v,v
1,19,时,候,就,打,退,堂,n,v,d,v,v,q
0,20,候,就,打,退,堂,鼓,v,d,v,v,q,v
0,21,就,打,退,堂,鼓,了,d,v,v,q,v,ul
0,22,打,退,堂,鼓,了,。,v,v,q,v,ul,x
1,23,退,堂,鼓,了,。,/s,v,q,v,ul,x,NAN
1,24,堂,鼓,了,。,/s,/s,q,v,ul,x,NAN,NAN
1,0,/s,/s,/s,你,年,纪,NAN,NAN,NAN,r,m,nr
1,1,/s,/s,你,年,纪,轻,NAN,NAN,r,m,nr,a
0,2,/s,你,年,纪,轻,轻,NAN,r,m,nr,a,a
0,3,你,年,纪,轻,轻,，,r,m,nr,a,a,x
0,4,年,纪,轻,轻,，,又,m,nr,a,a,x,d
1,5,纪,轻,轻,，,又,是,nr,a,a,x,d,v
1,6,轻,轻,，,又,是,女,a,a,x,d,v,b
1,7,轻,，,又,是,女,孩,a,x,d,v,b,n
1,8,，,又,是,女,孩,子,x,d,v,b,n,ng
0,9,又,是,女,孩,子,，,d,v,b,n,ng,x
0,10,是,女,孩,子,，,为,v,b,n,ng,x,p
1,11,女,孩,子,，,为,什,b,n,ng,x,p,r
1,12,孩,子,，,为,什,么,n,ng,x,p,r,y
0,13,子,，,为,什,么,敢,ng,x,p,r,y,v
0,14,，,为,什,么,敢,挺,x,p,r,y,v,d
1,15,为,什,么,敢,挺,身,p,r,y,v,d,ng
1,16,什,么,敢,挺,身,而,r,y,v,d,ng,c
0,17,么,敢,挺,身,而,出,y,v,d,ng,c,v
0,18,敢,挺,身,而,出,？,v,d,ng,c,v,x
0,19,挺,身,而,出,？,/s,d,ng,c,v,x,NAN
1,20,身,而,出,？,/s,/s,ng,c,v,x,NAN,NAN
1,0,/s,/s,/s,歹,徒,太,NAN,NAN,NAN,n,d,d
0,1,/s,/s,歹,徒,太,残,NAN,NAN,n,d,d,n
1,2,/s,歹,徒,太,残,忍,NAN,n,d,d,n,v
1,3,歹,徒,太,残,忍,了,n,d,d,n,v,ul
0,4,徒,太,残,忍,了,，,d,d,n,v,ul,x
1,5,太,残,忍,了,，,真,d,n,v,ul,x,d
1,6,残,忍,了,，,真,该,n,v,ul,x,d,r
1,7,忍,了,，,真,该,千,v,ul,x,d,r,m
0,8,了,，,真,该,千,刀,ul,x,d,r,m,n
1,9,，,真,该,千,刀,万,x,d,r,m,n,m
0,10,真,该,千,刀,万,剐,d,r,m,n,m,v
0,11,该,千,刀,万,剐,！,r,m,n,m,v,x
0,12,千,刀,万,剐,！,/s,m,n,m,v,x,NAN
1,13,刀,万,剐,！,/s,/s,n,m,v,x,NAN,NAN
1,0,/s,/s,/s,这,是,我,NAN,NAN,NAN,r,v,r
0,1,/s,/s,这,是,我,们,NAN,NAN,r,v,r,k
1,2,/s,这,是,我,们,沿,NAN,r,v,r,k,f
0,3,这,是,我,们,沿,江,r,v,r,k,f,nr
1,4,是,我,们,沿,江,居,v,r,k,f,nr,v
0,5,我,们,沿,江,居,民,r,k,f,nr,v,ng
1,6,们,沿,江,居,民,的,k,f,nr,v,ng,uj
0,7,沿,江,居,民,的,希,f,nr,v,ng,uj,v
0,8,江,居,民,的,希,望,nr,v,ng,uj,v,v
1,9,居,民,的,希,望,工,v,ng,uj,v,v,n
0,10,民,的,希,望,工,程,ng,uj,v,v,n,n
0,11,的,希,望,工,程,。,uj,v,v,n,n,x
0,12,希,望,工,程,。,/s,v,v,n,n,x,NAN
1,13,望,工,程,。,/s,/s,v,n,n,x,NAN,NAN
1,0,/s,/s,/s,但,输,球,NAN,NAN,NAN,c,v,n
1,1,/s,/s,但,输,球,并,NAN,NAN,c,v,n,c
0,2,/s,但,输,球,并,不,NAN,c,v,n,c,d
1,3,但,输,球,并,不,是,c,v,n,c,d,v
1,4,输,球,并,不,是,什,v,n,c,d,v,r
1,5,球,并,不,是,什,么,n,c,d,v,r,y
1,6,并,不,是,什,么,特,c,d,v,r,y,d
0,7,不,是,什,么,特,别,d,v,r,y,d,r
1,8,是,什,么,特,别,糟,v,r,y,d,r,v
0,9,什,么,特,别,糟,糕,r,y,d,r,v,ng
1,10,么,特,别,糟,糕,的,y,d,r,v,ng,uj
0,11,特,别,糟,糕,的,事,d,r,v,ng,uj,n
0,12,别,糟,糕,的,事,情,r,v,ng,uj,n,n
1,13,糟,糕,的,事,情,。,v,ng,uj,n,n,x
0,14,糕,的,事,情,。,/s,ng,uj,n,n,x,NAN
1,15,的,事,情,。,/s,/s,uj,n,n,x,NAN,NAN
1,0,/s,/s,/s,我,们,希,NAN,NAN,NAN,r,k,v
0,1,/s,/s,我,们,希,望,NAN,NAN,r,k,v,v
1,2,/s,我,们,希,望,有,NAN,r,k,v,v,v
0,3,我,们,希,望,有,关,r,k,v,v,v,v
1,4,们,希,望,有,关,各,k,v,v,v,v,r
0,5,希,望,有,关,各,方,v,v,v,v,r,n
1,6,望,有,关,各,方,进,v,v,v,r,n,v
0,7,有,关,各,方,进,一,v,v,r,n,v,m
1,8,关,各,方,进,一,步,v,r,n,v,m,n
0,9,各,方,进,一,步,采,r,n,v,m,n,v
0,10,方,进,一,步,采,取,n,v,m,n,v,v
1,11,进,一,步,采,取,灵,v,m,n,v,v,nr
0,12,一,步,采,取,灵,活,m,n,v,v,nr,vn
1,13,步,采,取,灵,活,态,n,v,v,nr,vn,n
0,14,采,取,灵,活,态,度,v,v,nr,vn,n,zg
1,15,取,灵,活,态,度,，,v,nr,vn,n,zg,x
0,16,灵,活,态,度,，,从,nr,vn,n,zg,x,p
1,17,活,态,度,，,从,而,vn,n,zg,x,p,c
1,18,态,度,，,从,而,使,n,zg,x,p,c,v
0,19,度,，,从,而,使,秘,zg,x,p,c,v,n
1,20,，,从,而,使,秘,书,x,p,c,v,n,n
1,21,从,而,使,秘,书,长,p,c,v,n,n,a
0,22,而,使,秘,书,长,斡,c,v,n,n,a,v
0,23,使,秘,书,长,斡,旋,v,n,n,a,v,n
1,24,秘,书,长,斡,旋,取,n,n,a,v,n,v
0,25,书,长,斡,旋,取,得,n,a,v,n,v,ud
1,26,长,斡,旋,取,得,积,a,v,n,v,ud,v
0,27,斡,旋,取,得,积,极,v,n,v,ud,v,d
1,28,旋,取,得,积,极,的,n,v,ud,v,d,uj
0,29,取,得,积,极,的,成,v,ud,v,d,uj,n
0,30,得,积,极,的,成,果,ud,v,d,uj,n,ng
1,31,积,极,的,成,果,。,v,d,uj,n,ng,x
0,32,极,的,成,果,。,/s,d,uj,n,ng,x,NAN
1,33,的,成,果,。,/s,/s,uj,n,ng,x,NAN,NAN
1,0,/s,/s,/s,你,觉,得,NAN,NAN,NAN,r,v,ud
1,1,/s,/s,你,觉,得,你,NAN,NAN,r,v,ud,r
0,2,/s,你,觉,得,你,父,NAN,r,v,ud,r,n
1,3,你,觉,得,你,父,亲,r,v,ud,r,n,v
1,4,觉,得,你,父,亲,对,v,ud,r,n,v,p
0,5,得,你,父,亲,对,子,ud,r,n,v,p,ng
1,6,你,父,亲,对,子,女,r,n,v,p,ng,b
1,7,父,亲,对,子,女,要,n,v,p,ng,b,v
0,8,亲,对,子,女,要,求,v,p,ng,b,v,v
1,9,对,子,女,要,求,严,p,ng,b,v,v,a
0,10,子,女,要,求,严,格,ng,b,v,v,a,n
1,11,女,要,求,严,格,吗,b,v,v,a,n,y
0,12,要,求,严,格,吗,？,v,v,a,n,y,x
1,13,求,严,格,吗,？,/s,v,a,n,y,x,NAN
1,14,严,格,吗,？,/s,/s,a,n,y,x,NAN,NAN
1,0,/s,/s,/s,没,有,比,NAN,NAN,NAN,v,v,p
1,1,/s,/s,没,有,比,学,NAN,NAN,v,v,p,n
1,2,/s,没,有,比,学,习,NAN,v,v,p,n,v
1,3,没,有,比,学,习,更,v,v,p,n,v,d
0,4,有,比,学,习,更,重,v,p,n,v,d,a
1,5,比,学,习,更,重,要,p,n,v,d,a,v
1,6,学,习,更,重,要,的,n,v,d,a,v,uj
0,7,习,更,重,要,的,，,v,d,a,v,uj,x
0,8,更,重,要,的,，,我,d,a,v,uj,x,r
1,9,重,要,的,，,我,们,a,v,uj,x,r,k
1,10,要,的,，,我,们,面,v,uj,x,r,k,n
0,11,的,，,我,们,面,临,uj,x,r,k,n,v
1,12,，,我,们,面,临,着,x,r,k,n,v,uz
0,13,我,们,面,临,着,就,r,k,n,v,uz,d
1,14,们,面,临,着,就,业,k,n,v,uz,d,n
1,15,面,临,着,就,业,竞,n,v,uz,d,n,vn
0,16,临,着,就,业,竞,争,v,uz,d,n,vn,v
1,17,着,就,业,竞,争,，,uz,d,n,vn,v,x
0,18,就,业,竞,争,，,压,d,n,vn,v,x,v
1,19,业,竞,争,，,压,力,n,vn,v,x,v,n
1,20,竞,争,，,压,力,很,vn,v,x,v,n,zg
0,21,争,，,压,力,很,大,v,x,v,n,zg,a
1,22,，,压,力,很,大,，,x,v,n,zg,a,x
1,23,压,力,很,大,，,学,v,n,zg,a,x,n
1,24,力,很,大,，,学,习,n,zg,a,x,n,v
1,25,很,大,，,学,习,期,zg,a,x,n,v,n
0,26,大,，,学,习,期,间,a,x,n,v,n,f
1,27,，,学,习,期,间,还,x,n,v,n,f,d
0,28,学,习,期,间,还,必,n,v,n,f,d,d
1,29,习,期,间,还,必,须,v,n,f,d,d,d
1,30,期,间,还,必,须,出,n,f,d,d,d,v
0,31,间,还,必,须,出,点,f,d,d,d,v,m
1,32,还,必,须,出,点,成,d,d,d,v,m,n
0,33,必,须,出,点,成,果,d,d,v,m,n,ng
1,34,须,出,点,成,果,，,d,v,m,n,ng,x
0,35,出,点,成,果,，,毕,v,m,n,ng,x,v
