Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,36,的,办,公,自,uj,v,n,p
0,37,办,公,自,动,v,n,p,v
0,38,公,自,动,化,n,p,v,n
0,39,自,动,化,带,p,v,n,v
1,40,动,化,带,来,v,n,v,v
0,41,化,带,来,福,n,v,v,ns
1,42,带,来,福,音,v,v,ns,n
0,43,来,福,音,。,v,ns,n,x
1,44,福,音,。,/s,ns,n,x,NAN
1,0,/s,/s,全,媒,NAN,NAN,a,n
1,1,/s,全,媒,体,NAN,a,n,n
0,2,全,媒,体,全,a,n,n,a
1,3,媒,体,全,数,n,n,a,n
1,4,体,全,数,字,n,a,n,n
0,5,全,数,字,彩,a,n,n,n
1,6,数,字,彩,电,n,n,n,n
0,7,字,彩,电,日,n,n,n,m
1,8,彩,电,日,前,n,n,m,f
0,9,电,日,前,由,n,m,f,p
1,10,日,前,由,海,m,f,p,n
1,11,前,由,海,尔,f,p,n,nr
0,12,由,海,尔,集,p,n,nr,q
0,13,海,尔,集,团,n,nr,q,n
0,14,尔,集,团,研,nr,q,n,vn
1,15,集,团,研,制,q,n,vn,n
0,16,团,研,制,成,n,vn,n,n
0,17,研,制,成,功,vn,n,n,n
0,18,制,成,功,。,n,n,n,x
1,19,成,功,。,/s,n,n,x,NAN
1,0,/s,/s,据,专,NAN,NAN,p,n
1,1,/s,据,专,家,NAN,p,n,q
0,2,据,专,家,介,p,n,q,nr
1,3,专,家,介,绍,n,q,nr,ns
0,4,家,介,绍,，,q,nr,ns,x
1,5,介,绍,，,该,nr,ns,x,r
1,6,绍,，,该,项,ns,x,r,n
0,7,，,该,项,技,x,r,n,n
1,8,该,项,技,术,r,n,n,v
0,9,项,技,术,居,n,n,v,v
1,10,技,术,居,当,n,v,v,t
1,11,术,居,当,前,v,v,t,f
0,12,居,当,前,国,v,t,f,n
1,13,当,前,国,际,t,f,n,ng
0,14,前,国,际,最,f,n,ng,d
1,15,国,际,最,先,n,ng,d,d
1,16,际,最,先,进,ng,d,d,v
0,17,最,先,进,水,d,d,v,n
1,18,先,进,水,平,d,v,n,n
0,19,进,水,平,，,v,n,n,x
1,20,水,平,，,代,n,n,x,q
1,21,平,，,代,表,n,x,q,v
0,22,，,代,表,了,x,q,v,ul
1,23,代,表,了,二,q,v,ul,m
1,24,表,了,二,十,v,ul,m,m
0,25,了,二,十,一,ul,m,m,m
0,26,二,十,一,世,m,m,m,n
1,27,十,一,世,纪,m,m,n,nr
0,28,一,世,纪,彩,m,n,nr,n
1,29,世,纪,彩,电,n,nr,n,n
0,30,纪,彩,电,技,nr,n,n,n
1,31,彩,电,技,术,n,n,n,v
0,32,电,技,术,的,n,n,v,uj
0,33,技,术,的,发,n,v,uj,v
1,34,术,的,发,展,v,uj,v,v
0,35,的,发,展,方,uj,v,v,n
1,36,发,展,方,向,v,v,n,p
0,37,展,方,向,。,v,n,p,x
1,38,方,向,。,/s,n,p,x,NAN
1,0,/s,/s,由,铁,NAN,NAN,p,n
1,1,/s,由,铁,十,NAN,p,n,m
0,2,由,铁,十,八,p,n,m,m
0,3,铁,十,八,局,n,m,m,n
0,4,十,八,局,五,m,m,n,m
1,5,八,局,五,处,m,n,m,n
0,6,局,五,处,施,n,m,n,nr
1,7,五,处,施,工,m,n,nr,n
0,8,处,施,工,的,n,nr,n,uj
0,9,施,工,的,邯,nr,n,uj,ns
1,10,工,的,邯,济,n,uj,ns,j
0,11,的,邯,济,铁,uj,ns,j,n
1,12,邯,济,铁,路,ns,j,n,n
0,13,济,铁,路,聊,j,n,n,v
1,14,铁,路,聊,城,n,n,v,n
0,15,路,聊,城,段,n,v,n,q
1,16,聊,城,段,日,v,n,q,m
1,17,城,段,日,前,n,q,m,f
0,18,段,日,前,开,q,m,f,v
1,19,日,前,开,始,m,f,v,d
0,20,前,开,始,铺,f,v,d,v
1,21,开,始,铺,轨,v,d,v,n
0,22,始,铺,轨,，,d,v,n,x
1,23,铺,轨,，,比,v,n,x,p
1,24,轨,，,比,计,n,x,p,n
1,25,，,比,计,划,x,p,n,v
0,26,比,计,划,铺,p,n,v,v
1,27,计,划,铺,轨,n,v,v,n
0,28,划,铺,轨,时,v,v,n,n
1,29,铺,轨,时,间,v,n,n,f
0,30,轨,时,间,提,n,n,f,v
1,31,时,间,提,前,n,f,v,f
0,32,间,提,前,了,f,v,f,ul
1,33,提,前,了,四,v,f,ul,m
1,34,前,了,四,十,f,ul,m,m
0,35,了,四,十,三,ul,m,m,m
0,36,四,十,三,天,m,m,m,q
0,37,十,三,天,。,m,m,q,x
1,38,三,天,。,/s,m,q,x,NAN
1,0,/s,/s,邯,济,NAN,NAN,ns,j
0,1,/s,邯,济,铁,NAN,ns,j,n
1,2,邯,济,铁,路,ns,j,n,n
0,3,济,铁,路,全,j,n,n,a
1,4,铁,路,全,长,n,n,a,a
0,5,路,全,长,二,n,a,a,m
1,6,全,长,二,百,a,a,m,n
0,7,长,二,百,三,a,m,n,m
0,8,二,百,三,十,m,n,m,m
0,9,百,三,十,三,n,m,m,m
1,10,三,十,三,点,m,m,m,m
0,11,十,三,点,一,m,m,m,m
1,12,三,点,一,三,m,m,m,m
1,13,点,一,三,公,m,m,m,n
1,14,一,三,公,里,m,m,n,f
0,15,三,公,里,，,m,n,f,x
1,16,公,里,，,设,n,f,x,v
1,17,里,，,设,计,f,x,v,n
0,18,，,设,计,为,x,v,n,p
1,19,设,计,为,一,v,n,p,m
1,20,计,为,一,级,n,p,m,q
0,21,为,一,级,铁,p,m,q,n
1,22,一,级,铁,路,m,q,n,n
0,23,级,铁,路,干,q,n,n,v
0,24,铁,路,干,线,n,n,v,n
0,25,路,干,线,，,n,v,n,x
1,26,干,线,，,东,v,n,x,ns
1,27,线,，,东,起,n,x,ns,v
0,28,，,东,起,津,x,ns,v,j
1,29,东,起,津,浦,ns,v,j,zg
0,30,起,津,浦,线,v,j,zg,n
1,31,津,浦,线,晏,j,zg,n,nr
1,32,浦,线,晏,城,zg,n,nr,n
0,33,线,晏,城,站,n,nr,n,v
1,34,晏,城,站,，,nr,n,v,x
1,35,城,站,，,西,n,v,x,f
1,36,站,，,西,至,v,x,f,p
1,37,，,西,至,京,x,f,p,ns
1,38,西,至,京,广,f,p,ns,a
0,39,至,京,广,线,p,ns,a,n
0,40,京,广,线,邯,ns,a,n,ns
1,41,广,线,邯,郸,a,n,ns,ns
0,42,线,邯,郸,站,n,ns,ns,v
1,43,邯,郸,站,，,ns,ns,v,x
1,44,郸,站,，,与,ns,v,x,p
1,45,站,，,与,京,v,x,p,ns
1,46,，,与,京,广,x,p,ns,a
0,47,与,京,广,、,p,ns,a,x
1,48,京,广,、,京,ns,a,x,ns
1,49,广,、,京,九,a,x,ns,m
0,50,、,京,九,、,x,ns,m,x
1,51,京,九,、,京,ns,m,x,ns
1,52,九,、,京,沪,m,x,ns,j
0,53,、,京,沪,三,x,ns,j,m
1,54,京,沪,三,大,ns,j,m,a
0,55,沪,三,大,铁,j,m,a,n
1,56,三,大,铁,路,m,a,n,n
0,57,大,铁,路,主,a,n,n,b
1,58,铁,路,主,干,n,n,b,v
0,59,路,主,干,线,n,b,v,n
0,60,主,干,线,沟,b,v,n,n
1,61,干,线,沟,通,v,n,n,v
0,62,线,沟,通,。,n,n,v,x
1,63,沟,通,。,/s,n,v,x,NAN
1,0,/s,/s,截,至,NAN,NAN,v,p
0,1,/s,截,至,七,NAN,v,p,m
1,2,截,至,七,月,v,p,m,m
0,3,至,七,月,二,p,m,m,m
1,4,七,月,二,十,m,m,m,m
0,5,月,二,十,五,m,m,m,m
0,6,二,十,五,日,m,m,m,m
0,7,十,五,日,，,m,m,m,x
1,8,五,日,，,河,m,m,x,ns
1,9,日,，,河,南,m,x,ns,ns
0,10,，,河,南,省,x,ns,ns,n
0,11,河,南,省,粮,ns,ns,n,n
1,12,南,省,粮,食,ns,n,n,v
0,13,省,粮,食,部,n,n,v,n
0,14,粮,食,部,门,n,v,n,n
0,15,食,部,门,已,v,n,n,d
1,16,部,门,已,累,n,n,d,a
1,17,门,已,累,计,n,d,a,n
0,18,已,累,计,收,d,a,n,v
1,19,累,计,收,购,a,n,v,v
0,20,计,收,购,入,n,v,v,v
1,21,收,购,入,库,v,v,v,n
0,22,购,入,库,小,v,v,n,a
1,23,入,库,小,麦,v,n,a,nr
0,24,库,小,麦,二,n,a,nr,m
1,25,小,麦,二,十,a,nr,m,m
0,26,麦,二,十,九,nr,m,m,m
0,27,二,十,九,点,m,m,m,m
1,28,十,九,点,四,m,m,m,m
1,29,九,点,四,亿,m,m,m,m
1,30,点,四,亿,公,m,m,m,n
0,31,四,亿,公,斤,m,m,n,m
0,32,亿,公,斤,，,m,n,m,x
1,33,公,斤,，,占,n,m,x,v
1,34,斤,，,占,计,m,x,v,n
1,35,，,占,计,划,x,v,n,v
0,36,占,计,划,的,v,n,v,uj
0,37,计,划,的,百,n,v,uj,n
1,38,划,的,百,分,v,uj,n,v
0,39,的,百,分,之,uj,n,v,u
0,40,百,分,之,一,n,v,u,m
0,41,分,之,一,百,v,u,m,n
0,42,之,一,百,零,u,m,n,m
1,43,一,百,零,一,m,n,m,m
0,44,百,零,一,，,n,m,m,x
1,45,零,一,，,超,m,m,x,v
1,46,一,，,超,额,m,x,v,n
0,47,，,超,额,完,x,v,n,v
0,48,超,额,完,成,v,n,v,n
0,49,额,完,成,夏,n,v,n,nr
1,50,完,成,夏,粮,v,n,nr,n
0,51,成,夏,粮,定,n,nr,n,v
1,52,夏,粮,定,购,nr,n,v,v
0,53,粮,定,购,任,n,v,v,r
1,54,定,购,任,务,v,v,r,d
0,55,购,任,务,。,v,r,d,x
1,56,任,务,。,/s,r,d,x,NAN
1,0,/s,/s,全,省,NAN,NAN,a,n
0,1,/s,全,省,各,NAN,a,n,r
0,2,全,省,各,地,a,n,r,uv
0,3,省,各,地,按,n,r,uv,p
1,4,各,地,按,保,r,uv,p,v
1,5,地,按,保,护,uv,p,v,zg
0,6,按,保,护,价,p,v,zg,n
0,7,保,护,价,敞,v,zg,n,v
1,8,护,价,敞,开,zg,n,v,v
0,9,价,敞,开,收,n,v,v,v
1,10,敞,开,收,购,v,v,v,v
0,11,开,收,购,农,v,v,v,zg
1,12,收,购,农,民,v,v,zg,ng
0,13,购,农,民,余,v,zg,ng,m
1,14,农,民,余,粮,zg,ng,m,n
0,15,民,余,粮,工,ng,m,n,n
1,16,余,粮,工,作,m,n,n,v
0,17,粮,工,作,开,n,n,v,v
1,18,工,作,开,始,n,v,v,d
0,19,作,开,始,进,v,v,d,v
1,20,开,始,进,入,v,d,v,v
0,21,始,进,入,高,d,v,v,a
1,22,进,入,高,潮,v,v,a,n
0,23,入,高,潮,，,v,a,n,x
1,24,高,潮,，,目,a,n,x,t
1,25,潮,，,目,前,n,x,t,f
0,26,，,目,前,，,x,t,f,x
1,27,目,前,，,已,t,f,x,d
1,28,前,，,已,按,f,x,d,p
1,29,，,已,按,保,x,d,p,v
1,30,已,按,保,护,d,p,v,zg
0,31,按,保,护,价,p,v,zg,n
0,32,保,护,价,收,v,zg,n,v
1,33,护,价,收,购,zg,n,v,v
0,34,价,收,购,小,n,v,v,a
1,35,收,购,小,麦,v,v,a,nr
0,36,购,小,麦,八,v,a,nr,m
1,37,小,麦,八,点,a,nr,m,m
0,38,麦,八,点,五,nr,m,m,m
1,39,八,点,五,亿,m,m,m,m
1,40,点,五,亿,公,m,m,m,n
0,41,五,亿,公,斤,m,m,n,m
0,42,亿,公,斤,。,m,n,m,x
1,43,公,斤,。,/s,n,m,x,NAN
1,0,/s,/s,广,东,NAN,NAN,a,ns
0,1,/s,广,东,大,NAN,a,ns,a
1,2,广,东,大,亚,a,ns,a,j
0,3,东,大,亚,湾,ns,a,j,zg
0,4,大,亚,湾,核,a,j,zg,n
0,5,亚,湾,核,电,j,zg,n,n
0,6,湾,核,电,站,zg,n,n,v
0,7,核,电,站,两,n,n,v,m
1,8,电,站,两,台,n,v,m,q
0,9,站,两,台,机,v,m,q,n
1,10,两,台,机,组,m,q,n,zg
0,11,台,机,组,上,q,n,zg,f
1,12,机,组,上,半,n,zg,f,m
0,13,组,上,半,年,zg,f,m,m
0,14,上,半,年,一,f,m,m,m
1,15,半,年,一,直,m,m,m,d
0,16,年,一,直,保,m,m,d,v
1,17,一,直,保,持,m,d,v,v
0,18,直,保,持,安,d,v,v,v
1,19,保,持,安,全,v,v,v,a
0,20,持,安,全,稳,v,v,a,a
1,21,安,全,稳,定,v,a,a,v
0,22,全,稳,定,运,a,a,v,n
1,23,稳,定,运,行,a,v,n,zg
0,24,定,运,行,。,v,n,zg,x
1,25,运,行,。,/s,n,zg,x,NAN
1,0,/s,/s,同,时,NAN,NAN,p,n
0,1,/s,同,时,决,NAN,p,n,v
1,2,同,时,决,定,p,n,v,v
0,3,时,决,定,接,n,v,v,v
1,4,决,定,接,受,v,v,v,v
0,5,定,接,受,马,v,v,v,n
1,6,接,受,马,忠,v,v,n,nr
0,7,受,马,忠,臣,v,n,nr,n
0,8,马,忠,臣,同,n,nr,n,p
1,9,忠,臣,同,志,nr,n,p,n
0,10,臣,同,志,辞,n,p,n,v
1,11,同,志,辞,去,p,n,v,v
0,12,志,辞,去,河,n,v,v,ns
1,13,辞,去,河,南,v,v,ns,ns
0,14,去,河,南,省,v,ns,ns,n
0,15,河,南,省,人,ns,ns,n,n
1,16,南,省,人,民,ns,n,n,ng
0,17,省,人,民,政,n,n,ng,n
0,18,人,民,政,府,n,ng,n,nr
0,19,民,政,府,省,ng,n,nr,n
1,20,政,府,省,长,n,nr,n,a
0,21,府,省,长,职,nr,n,a,ng
1,22,省,长,职,务,n,a,ng,d
0,23,长,职,务,。,a,ng,d,x
1,24,职,务,。,/s,ng,d,x,NAN
1,0,/s,/s,铁,道,NAN,NAN,n,q
0,1,/s,铁,道,部,NAN,n,q,n
0,2,铁,道,部,第,n,q,n,m
1,3,道,部,第,十,q,n,m,m
0,4,部,第,十,八,n,m,m,m
0,5,第,十,八,工,m,m,m,n
1,6,十,八,工,程,m,m,n,n
0,7,八,工,程,局,m,n,n,n
0,8,工,程,局,日,n,n,n,m
1,9,程,局,日,前,n,n,m,f
0,10,局,日,前,正,n,m,f,d
1,11,日,前,正,式,m,f,d,k
0,12,前,正,式,获,f,d,k,v
1,13,正,式,获,准,d,k,v,v
0,14,式,获,准,承,k,v,v,v
1,15,获,准,承,包,v,v,v,v
0,16,准,承,包,境,v,v,v,s
1,17,承,包,境,外,v,v,s,f
0,18,包,境,外,铁,v,s,f,n
1,19,境,外,铁,路,s,f,n,n
0,20,外,铁,路,建,f,n,n,v
1,21,铁,路,建,设,n,n,v,v
0,22,路,建,设,相,n,v,v,v
1,23,建,设,相,关,v,v,v,v
0,24,设,相,关,业,v,v,v,n
1,25,相,关,业,务,v,v,n,d
0,26,关,业,务,和,v,n,d,c
1,27,业,务,和,境,n,d,c,s
1,28,务,和,境,内,d,c,s,n
0,29,和,境,内,国,c,s,n,n
1,30,境,内,国,际,s,n,n,ng
0,31,内,国,际,招,n,n,ng,v
1,32,国,际,招,标,n,ng,v,n
0,33,际,招,标,工,ng,v,n,n
1,34,招,标,工,程,v,n,n,n
0,35,标,工,程,及,n,n,n,c
1,36,工,程,及,对,n,n,c,p
1,37,程,及,对,外,n,c,p,f
0,38,及,对,外,派,c,p,f,v
1,39,对,外,派,遣,p,f,v,vg
0,40,外,派,遣,工,f,v,vg,n
1,41,派,遣,工,程,v,vg,n,n
0,42,遣,工,程,劳,vg,n,n,vn
1,43,工,程,劳,务,n,n,vn,d
0,44,程,劳,务,人,n,vn,d,n
1,45,劳,务,人,员,vn,d,n,zg
0,46,务,人,员,等,d,n,zg,u
1,47,人,员,等,业,n,zg,u,n
1,48,员,等,业,务,zg,u,n,d
0,49,等,业,务,。,u,n,d,x
1,50,业,务,。,/s,n,d,x,NAN
1,0,/s,/s,据,悉,NAN,NAN,p,ns
0,1,/s,据,悉,，,NAN,p,ns,x
1,2,据,悉,，,这,p,ns,x,r
1,3,悉,，,这,是,ns,x,r,v
0,4,，,这,是,铁,x,r,v,n
1,5,这,是,铁,道,r,v,n,q
0,6,是,铁,道,建,v,n,q,v
1,7,铁,道,建,筑,n,q,v,v
0,8,道,建,筑,总,q,v,v,b
1,9,建,筑,总,公,v,v,b,n
0,10,筑,总,公,司,v,b,n,nr
0,11,总,公,司,系,b,n,nr,v
1,12,公,司,系,统,n,nr,v,v
0,13,司,系,统,第,nr,v,v,m
1,14,系,统,第,一,v,v,m,m
0,15,统,第,一,家,v,m,m,q
0,16,第,一,家,拥,m,m,q,v
1,17,一,家,拥,有,m,q,v,v
0,18,家,拥,有,对,q,v,v,p
1,19,拥,有,对,外,v,v,p,f
0,20,有,对,外,经,v,p,f,n
1,21,对,外,经,济,p,f,n,j
0,22,外,经,济,技,f,n,j,n
1,23,经,济,技,术,n,j,n,v
0,24,济,技,术,合,j,n,v,v
1,25,技,术,合,作,n,v,v,v
0,26,术,合,作,业,v,v,v,n
1,27,合,作,业,务,v,v,n,d
0,28,作,业,务,的,v,n,d,uj
0,29,业,务,的,工,n,d,uj,n
1,30,务,的,工,程,d,uj,n,n
0,31,的,工,程,局,uj,n,n,n
0,32,工,程,局,。,n,n,n,x
1,33,程,局,。,/s,n,n,x,NAN
1,0,/s,/s,国,家,NAN,NAN,n,q
0,1,/s,国,家,质,NAN,n,q,ng
1,2,国,家,质,量,n,q,ng,n
0,3,家,质,量,技,q,ng,n,n
0,4,质,量,技,术,ng,n,n,v
0,5,量,技,术,监,n,n,v,vn
0,6,技,术,监,督,n,v,vn,vg
0,7,术,监,督,局,v,vn,vg,n
0,8,监,督,局,日,vn,vg,n,m
1,9,督,局,日,前,vg,n,m,f
0,10,局,日,前,公,n,m,f,n
1,11,日,前,公,布,m,f,n,nr
0,12,前,公,布,了,f,n,nr,ul
1,13,公,布,了,一,n,nr,ul,m
1,14,布,了,一,九,nr,ul,m,m
0,15,了,一,九,九,ul,m,m,m
0,16,一,九,九,八,m,m,m,m
0,17,九,九,八,年,m,m,m,m
0,18,九,八,年,全,m,m,m,a
1,19,八,年,全,国,m,m,a,n
0,20,年,全,国,空,m,a,n,n
1,21,全,国,空,调,a,n,n,v
0,22,国,空,调,产,n,n,v,n
1,23,空,调,产,品,n,v,n,v
0,24,调,产,品,质,v,n,v,ng
0,25,产,品,质,量,n,v,ng,n
0,26,品,质,量,监,v,ng,n,vn
1,27,质,量,监,督,ng,n,vn,vg
0,28,量,监,督,抽,n,vn,vg,v
1,29,监,督,抽,查,vn,vg,v,v
0,30,督,抽,查,结,vg,v,v,n
1,31,抽,查,结,果,v,v,n,ng
0,32,查,结,果,，,v,n,ng,x
1,33,结,果,，,广,n,ng,x,a
1,34,果,，,广,东,ng,x,a,ns
0,35,，,广,东,科,x,a,ns,n
1,36,广,东,科,龙,a,ns,n,n
0,37,东,科,龙,空,ns,n,n,n
1,38,科,龙,空,调,n,n,n,v
0,39,龙,空,调,器,n,n,v,n
0,40,空,调,器,有,n,v,n,v
1,41,调,器,有,限,v,n,v,v
0,42,器,有,限,公,n,v,v,n
0,43,有,限,公,司,v,v,n,nr
0,44,限,公,司,生,v,n,nr,vn
1,45,公,司,生,产,n,nr,vn,n
0,46,司,生,产,的,nr,vn,n,uj
0,47,生,产,的,科,vn,n,uj,n
1,48,产,的,科,龙,n,uj,n,n
1,49,的,科,龙,牌,uj,n,n,n
0,50,科,龙,牌,空,n,n,n,n
1,51,龙,牌,空,调,n,n,n,v
0,52,牌,空,调,器,n,n,v,n
0,53,空,调,器,为,n,v,n,p
1,54,调,器,为,本,v,n,p,r
1,55,器,为,本,次,n,p,r,q
0,56,为,本,次,检,p,r,q,vn
1,57,本,次,检,测,r,q,vn,vn
0,58,次,检,测,中,q,vn,vn,f
1,59,检,测,中,性,vn,vn,f,n
1,60,测,中,性,能,vn,f,n,v
0,61,中,性,能,系,f,n,v,v
1,62,性,能,系,数,n,v,v,n
0,63,能,系,数,最,v,v,n,d
1,64,系,数,最,高,v,n,d,a
0,65,数,最,高,者,n,d,a,k
0,66,最,高,者,。,d,a,k,x
1,67,高,者,。,/s,a,k,x,NAN
1,0,/s,/s,由,意,NAN,NAN,p,n
1,1,/s,由,意,大,NAN,p,n,a
0,2,由,意,大,利,p,n,a,n
0,3,意,大,利,无,n,a,n,v
1,4,大,利,无,偿,a,n,v,v
0,5,利,无,偿,援,n,v,v,vn
0,6,无,偿,援,助,v,v,vn,v
0,7,偿,援,助,三,v,vn,v,m
1,8,援,助,三,百,vn,v,m,n
1,9,助,三,百,万,v,m,n,m
0,10,三,百,万,美,m,n,m,ns
0,11,百,万,美,元,n,m,ns,m
0,12,万,美,元,、,m,ns,m,x
1,13,美,元,、,国,ns,m,x,n
1,14,元,、,国,家,m,x,n,q
0,15,、,国,家,投,x,n,q,vn
1,16,国,家,投,资,n,q,vn,n
0,17,家,投,资,六,q,vn,n,m
1,18,投,资,六,百,vn,n,m,n
0,19,资,六,百,多,n,m,n,m
0,20,六,百,多,万,m,n,m,m
1,21,百,多,万,元,n,m,m,m
0,22,多,万,元,人,m,m,m,n
1,23,万,元,人,民,m,m,n,ng
0,24,元,人,民,币,m,n,ng,n
0,25,人,民,币,修,n,ng,n,v
1,26,民,币,修,建,ng,n,v,v
0,27,币,修,建,的,n,v,v,uj
0,28,修,建,的,西,v,v,uj,f
1,29,建,的,西,藏,v,uj,f,j
0,30,的,西,藏,急,uj,f,j,v
1,31,西,藏,急,救,f,j,v,v
0,32,藏,急,救,中,j,v,v,f
0,33,急,救,中,心,v,v,f,n
0,34,救,中,心,七,v,f,n,m
1,35,中,心,七,月,f,n,m,m
0,36,心,七,月,十,n,m,m,m
1,37,七,月,十,八,m,m,m,m
0,38,月,十,八,日,m,m,m,m
0,39,十,八,日,开,m,m,m,v
1,40,八,日,开,始,m,m,v,d
0,41,日,开,始,运,m,v,d,n
0,42,开,始,运,行,v,d,n,zg
0,43,始,运,行,，,d,n,zg,x
1,44,运,行,，,中,n,zg,x,f
1,45,行,，,中,心,zg,x,f,n
0,46,，,中,心,设,x,f,n,v
1,47,中,心,设,立,f,n,v,v
0,48,心,设,立,的,n,v,v,uj
0,49,设,立,的,急,v,v,uj,v
1,50,立,的,急,救,v,uj,v,v
0,51,的,急,救,专,uj,v,v,n
1,52,急,救,专,线,v,v,n,n
0,53,救,专,线,电,v,n,n,n
0,54,专,线,电,话,n,n,n,n
0,55,线,电,话,同,n,n,n,p
1,56,电,话,同,时,n,n,p,n
0,57,话,同,时,开,n,p,n,v
1,58,同,时,开,通,p,n,v,v
0,59,时,开,通,。,n,v,v,x
1,60,开,通,。,/s,v,v,x,NAN
1,0,/s,/s,国,务,NAN,NAN,n,d
0,1,/s,国,务,院,NAN,n,d,n
0,2,国,务,院,召,n,d,n,v
1,3,务,院,召,开,d,n,v,v
0,4,院,召,开,表,n,v,v,v
1,5,召,开,表,彰,v,v,v,ns
0,6,开,表,彰,先,v,v,ns,d
1,7,表,彰,先,进,v,ns,d,v
0,8,彰,先,进,电,ns,d,v,n
1,9,先,进,电,视,d,v,n,vg
0,10,进,电,视,电,v,n,vg,n
0,11,电,视,电,话,n,vg,n,n
0,12,视,电,话,会,vg,n,n,v
0,13,电,话,会,议,n,n,v,zg
0,14,话,会,议,这,n,v,zg,r
1,15,会,议,这,一,v,zg,r,m
0,16,议,这,一,勘,zg,r,m,vn
1,17,这,一,勘,探,r,m,vn,v
0,18,一,勘,探,成,m,vn,v,n
1,19,勘,探,成,果,vn,v,n,ng
0,20,探,成,果,进,v,n,ng,v
1,21,成,果,进,一,n,ng,v,m
0,22,果,进,一,步,ng,v,m,n
0,23,进,一,步,证,v,m,n,n
1,24,一,步,证,实,m,n,n,n
0,25,步,证,实,，,n,n,n,x
1,26,证,实,，,柴,n,n,x,nr
1,27,实,，,柴,达,n,x,nr,v
0,28,，,柴,达,木,x,nr,v,n
0,29,柴,达,木,盆,nr,v,n,n
0,30,达,木,盆,地,v,n,n,uv
0,31,木,盆,地,的,n,n,uv,uj
0,32,盆,地,的,煤,n,uv,uj,n
1,33,地,的,煤,炭,uv,uj,n,n
0,34,的,煤,炭,资,uj,n,n,n
0,35,煤,炭,资,源,n,n,n,ng
0,36,炭,资,源,储,n,n,ng,zg
1,37,资,源,储,藏,n,ng,zg,j
0,38,源,储,藏,量,ng,zg,j,n
0,39,储,藏,量,非,zg,j,n,h
1,40,藏,量,非,常,j,n,h,d
0,41,量,非,常,丰,n,h,d,a
1,42,非,常,丰,富,h,d,a,nr
0,43,常,丰,富,。,d,a,nr,x
1,44,丰,富,。,/s,a,nr,x,NAN
1,0,/s,/s,这,一,NAN,NAN,r,m
0,1,/s,这,一,煤,NAN,r,m,n
1,2,这,一,煤,田,r,m,n,n
0,3,一,煤,田,将,m,n,n,d
1,4,煤,田,将,成,n,n,d,n
1,5,田,将,成,为,n,d,n,p
0,6,将,成,为,青,d,n,p,ns
1,7,成,为,青,海,n,p,ns,n
0,8,为,青,海,省,p,ns,n,n
0,9,青,海,省,又,ns,n,n,d
1,10,海,省,又,一,n,n,d,m
1,11,省,又,一,处,n,d,m,n
0,12,又,一,处,重,d,m,n,a
1,13,一,处,重,要,m,n,a,v
0,14,处,重,要,煤,n,a,v,n
1,15,重,要,煤,炭,a,v,n,n
0,16,要,煤,炭,工,v,n,n,n
0,17,煤,炭,工,业,n,n,n,n
0,18,炭,工,业,基,n,n,n,a
1,19,工,业,基,地,n,n,a,uv
0,20,业,基,地,。,n,a,uv,x
1,21,基,地,。,/s,a,uv,x,NAN
1,0,/s,/s,由,国,NAN,NAN,p,n
1,1,/s,由,国,家,NAN,p,n,q
0,2,由,国,家,防,p,n,q,v
1,3,国,家,防,总,n,q,v,b
0,4,家,防,总,和,q,v,b,c
1,5,防,总,和,湖,v,b,c,ns
1,6,总,和,湖,北,b,c,ns,ns
0,7,和,湖,北,省,c,ns,ns,n
0,8,湖,北,省,政,ns,ns,n,n
0,9,北,省,政,府,ns,n,n,nr
0,10,省,政,府,共,n,n,nr,d
1,11,政,府,共,同,n,nr,d,p
0,12,府,共,同,出,nr,d,p,v
1,13,共,同,出,资,d,p,v,n
0,14,同,出,资,建,p,v,n,v
1,15,出,资,建,造,v,n,v,v
0,16,资,建,造,的,n,v,v,uj
0,17,建,造,的,国,v,v,uj,n
1,18,造,的,国,汛,v,uj,n,t
0,19,的,国,汛,一,uj,n,t,m
1,20,国,汛,一,号,n,t,m,m
0,21,汛,一,号,，,t,m,m,x
1,22,一,号,，,配,m,m,x,v
1,23,号,，,配,备,m,x,v,v
0,24,，,配,备,先,x,v,v,d
1,25,配,备,先,进,v,v,d,v
0,26,备,先,进,的,v,d,v,uj
0,27,先,进,的,通,d,v,uj,v
1,28,进,的,通,讯,v,uj,v,ng
0,29,的,通,讯,设,uj,v,ng,v
1,30,通,讯,设,施,v,ng,v,nr
0,31,讯,设,施,，,ng,v,nr,x
1,32,设,施,，,能,v,nr,x,v
1,33,施,，,能,适,nr,x,v,v
1,34,，,能,适,应,x,v,v,v
0,35,能,适,应,复,v,v,v,v
1,36,适,应,复,杂,v,v,v,v
0,37,应,复,杂,天,v,v,v,q
1,38,复,杂,天,气,v,v,q,n
0,39,杂,天,气,和,v,q,n,c
1,40,天,气,和,汛,q,n,c,t
1,41,气,和,汛,情,n,c,t,n
0,42,和,汛,情,环,c,t,n,v
1,43,汛,情,环,境,t,n,v,s
0,44,情,环,境,，,n,v,s,x
1,45,环,境,，,并,v,s,x,c
1,46,境,，,并,可,s,x,c,v
1,47,，,并,可,迅,x,c,v,zg
1,48,并,可,迅,速,c,v,zg,ng
0,49,可,迅,速,赶,v,zg,ng,v
1,50,迅,速,赶,赴,zg,ng,v,v
